LifetimeValue,DaysWithoutFrequency,Age,Gender_dummy,Gender,EnrollmentDuration,DaysWithoutFrequency,AverageFrequency,UseByTime,AthleticsActivities,WaterActivities,FitnessActivities,DanceActivities,TeamActivities,RacketActivities,CombatActivities,NatureActivities,SpecialActivities,OtherActivities,NumberOfActivities,NumberOfFrequencies,AttendedClasses,AllowedWeeklyVisitsBySLA,AllowedNumberOfVisitsBySLA,RealNumberOfVisits,Ratio,NumberOfRenewals,HasReferences,NumberOfReferences,Dropout
321.1,225,48,0,Female,17,225,1.22,1,0,0,1,0,0,0,0,0,0,0,1,77,0,7,60.97,26,42.64,2,0,0,1
78.2,314,34,1,Male,10,314,0.02,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,28.98,1,3.45,1,0,0,1
141.1,190,22,0,Female,49,190,0.11,0,0,0,1,0,0,0,0,0,0,0,1,22,0,7,60.97,32,52.48,4,0,0,0
147.5,49,20,0,Female,10,49,0.6,1,0,0,1,0,0,0,1,0,0,0,2,24,0,7,67.97,3,4.41,0,0,0,1
672.2,26,9,0,Female,22,26,0.58,0,0,1,0,0,0,0,0,0,0,0,1,47,42,2,17.42,4,22.96,3,0,0,1
120.2,5,4,1,Male,2,5,0.73,0,0,1,0,0,0,0,0,0,0,0,1,7,8,2,17.14,8,46.67,0,0,0,0
389.8,39,23,0,Female,21,39,0.88,0,0,0,1,0,0,0,0,0,0,0,1,81,0,7,66.99,5,7.46,1,0,0,1
153.4,48,37,0,Female,4,48,1.06,0,0,0,1,0,0,0,0,0,0,0,1,19,0,7,60.97,4,6.56,0,0,0,1
34,44,19,0,Female,2,44,0.49,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,56,4,7.14,0,0,0,1
448.1,81,21,1,Male,29,81,0.16,0,0,0,0,0,0,0,1,0,0,0,1,18,0,7,60.97,0,0,3,0,0,1
372.6,102,52,1,Male,20,102,0.35,0,0,0,1,0,0,0,0,0,1,0,2,27,0,7,60.97,0,0,2,0,0,1
502.2,35,26,0,Female,15,35,0.81,0,0,1,1,0,0,0,0,0,0,0,2,46,46,4,34.84,7,20.09,2,0,0,1
127.2,37,22,0,Female,16,37,0.72,0,0,0,1,0,0,0,0,0,0,0,1,42,0,7,60.97,8,13.12,2,0,0,1
195.5,33,21,0,Female,16,33,0.2,0,0,0,1,0,0,0,0,0,0,0,1,13,0,7,60.97,6,9.84,1,0,0,1
550.6,2,40,1,Male,13,2,1.26,0,0,1,0,0,0,0,0,0,0,0,1,71,0,7,60.97,13,21.32,1,0,0,0
936.57,34,56,1,Male,35,34,1.24,0,0,0,0,0,0,0,0,0,1,0,1,179,0,7,52.01,2,3.85,3,0,0,0
384.3,3,30,0,Female,21,3,1.37,0,0,0,1,0,0,0,0,0,1,0,2,113,6,7,95.97,15,15.63,2,0,0,1
172.6,30,45,0,Female,20,30,0.05,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,62.02,1,1.61,3,0,0,1
86.6,45,24,1,Male,8,45,0.53,0,0,0,1,0,0,0,0,0,0,0,1,19,0,7,60.97,11,18.04,0,0,0,1
110.2,0,23,0,Female,8,0,0.52,1,0,0,1,0,0,0,0,0,0,0,1,16,0,7,56.98,10,17.55,1,0,0,1
490.2,29,37,0,Female,16,29,1.27,0,0,1,0,0,0,0,0,0,0,0,1,83,83,2,17.42,11,63.15,2,0,0,1
150.2,42,42,0,Female,7,42,0.92,0,0,0,1,0,0,0,0,0,0,0,1,25,0,7,62.02,4,6.45,1,0,0,1
73.6,45,19,0,Female,4,45,1.48,0,0,0,1,0,0,0,0,0,0,0,1,26,0,7,60.97,7,11.48,0,0,0,1
254.2,129,25,1,Male,12,129,0.5,0,0,0,0,0,0,0,1,0,0,0,1,24,0,7,60.97,0,0,1,0,0,1
80.5,22,21,1,Male,6,22,0.31,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,41.02,2,4.88,0,0,0,1
57.7,14,19,0,Female,0,14,1.17,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,21.98,2,9.1,0,0,0,0
183.6,33,22,0,Female,9,33,0.83,0,0,0,1,0,0,0,0,0,0,0,1,36,0,7,67.97,5,7.36,0,0,0,1
85.9,28,19,1,Male,6,28,0.59,0,0,0,1,0,0,0,0,0,0,0,1,16,0,7,39.97,5,12.51,0,0,0,1
74.2,1160,24,0,Female,40,1160,0.06,0,0,0,1,0,0,0,0,0,0,0,1,9,0,7,28.98,3,10.35,3,0,0,1
96.2,33,31,0,Female,3,33,0.43,0,0,1,0,0,0,0,0,0,0,0,1,5,0,7,60.97,5,8.2,0,0,0,1
61.4,24,45,0,Female,3,24,0.09,0,0,1,1,0,0,0,0,0,0,0,2,1,0,7,39.97,1,2.5,0,0,0,1
301.9,199,22,0,Female,44,199,0.12,0,0,1,0,0,0,0,1,0,0,0,2,22,0,7,60.97,7,11.48,4,0,0,0
71.7,32,21,0,Female,2,32,0.52,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,60.97,3,4.92,0,0,0,1
253.8,273,26,0,Female,12,273,0.29,0,0,0,0,0,0,0,1,0,0,0,1,14,0,7,59.01,0,0,1,0,0,1
142.7,20,23,0,Female,52,20,0.09,0,0,0,1,0,0,0,0,0,0,0,1,20,0,7,35.98,3,8.34,4,0,0,1
1187.7,2,7,1,Male,37,2,0.86,0,0,1,0,0,0,0,0,0,0,0,1,130,119,4,34.84,10,28.7,3,0,0,0
232.7,92,31,0,Female,9,92,1.66,0,0,0,1,0,0,0,0,0,0,0,1,64,0,7,62.02,14,22.57,1,0,0,0
155,0,22,0,Female,24,0,0.03,0,0,0,0,0,0,0,1,0,0,0,1,3,0,7,60.97,0,0,2,0,0,0
150.2,54,49,1,Male,4,54,1.18,0,0,0,1,0,0,0,0,0,0,0,1,21,0,7,60.97,3,4.92,0,0,0,1
67.7,21,19,1,Male,6,21,0.34,0,0,0,1,0,0,0,0,0,0,0,1,9,0,7,35,8,22.86,0,0,0,1
92.7,31,27,0,Female,2,31,0.44,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,52.01,4,7.69,0,0,0,0
43.2,329,25,1,Male,12,329,0.15,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,28.98,7,24.15,1,0,0,1
389.7,61,23,1,Male,23,61,1.6,1,0,0,1,0,0,0,0,0,0,0,1,152,0,7,30.03,30,99.9,1,0,0,1
60.4,44,21,0,Female,3,44,0.69,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,60.97,6,9.84,0,0,0,1
490,41,75,0,Female,24,41,1.37,0,0,0,1,0,0,0,0,0,0,0,1,129,0,7,62.02,7,11.29,2,0,0,1
169.9,61,23,0,Female,7,61,0.98,0,0,0,0,0,0,0,1,0,0,0,1,28,0,7,59.99,0,0,0,0,0,1
179.6,37,22,1,Male,8,37,1.5,0,0,0,1,0,0,0,0,0,0,0,1,50,0,7,60.97,13,21.32,0,0,0,1
179.6,140,27,0,Female,8,140,0.24,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,60.97,0,0,0,0,0,1
71.6,16,20,1,Male,6,16,0.29,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,30.03,6,19.98,0,0,0,1
77.9,43,23,0,Female,3,43,1.27,0,0,0,1,0,0,0,0,0,0,0,1,16,0,7,59.01,6,10.17,0,0,0,1
47.6,27,23,0,Female,1,27,0.44,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,30.03,2,6.66,0,0,0,1
220.6,147,49,0,Female,8,147,0.35,0,0,1,0,0,0,0,0,0,0,0,1,11,10,1,8.71,0,0,1,0,0,1
83.6,60,22,1,Male,4,60,0.45,0,0,1,0,0,0,0,0,0,0,0,1,7,0,7,60.97,2,3.28,0,0,0,1
179.6,33,19,0,Female,8,33,0.67,0,0,0,1,0,0,0,0,0,0,0,1,21,0,7,60.97,1,1.64,0,0,0,1
83.2,315,23,0,Female,12,315,0.25,0,0,0,1,0,0,0,0,0,0,0,1,12,0,7,28.98,4,13.8,1,0,0,1
159.6,53,1,0,Female,6,53,0.33,0,0,1,0,0,0,0,0,0,0,0,1,7,3,1,8.71,3,34.44,1,0,0,1
543.4,631,24,1,Male,52,631,0.77,0,0,0,1,0,0,0,0,0,0,0,1,164,0,7,30.03,7,23.31,4,0,0,1
83.4,45,48,0,Female,3,45,1.63,0,0,0,1,0,0,0,0,0,0,0,1,21,0,7,60.97,10,16.4,0,0,0,1
353.6,266,61,1,Male,13,266,0.43,0,0,0,1,0,0,0,0,0,0,0,1,21,21,4,34.84,0,0,2,0,0,1
290.6,66,10,1,Male,11,66,0.42,0,0,1,0,0,0,0,0,0,0,0,1,18,16,2,17.42,1,5.74,2,0,0,1
933.4,196,16,1,Male,25,196,0.5,0,0,1,0,0,0,0,1,0,0,0,2,51,21,7,35,0,0,2,0,0,1
68.6,64,23,1,Male,3,64,0.51,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,60.97,0,0,0,0,0,1
353.2,109,36,0,Female,13,109,0.75,0,0,0,1,0,0,0,0,0,0,0,1,35,31,4,34.84,0,0,2,0,0,1
71.9,31,19,0,Female,2,31,0.66,0,0,1,0,0,0,0,0,0,0,0,1,6,0,7,60.97,5,8.2,0,0,0,1
1241.15,8,59,0,Female,40,8,0.83,0,0,1,1,0,0,0,0,0,0,0,2,135,23,7,60.97,11,18.04,4,0,0,1
263.6,104,22,0,Female,10,104,0.46,0,0,1,0,0,0,0,0,0,0,0,1,18,0,7,60.97,0,0,2,0,0,1
38.5,23,19,0,Female,0,23,0.93,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,28.98,4,13.8,0,0,0,0
129.6,62,21,0,Female,9,62,0.41,1,0,0,1,0,0,0,0,0,0,0,1,16,0,7,25.97,0,0,0,0,0,1
59.6,36,21,0,Female,3,36,0.65,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,60.97,4,6.56,0,0,0,1
101.6,910,34,1,Male,31,910,0.06,0,0,1,1,0,0,0,0,0,0,0,2,7,0,7,30.03,2,6.66,3,0,0,0
136.3,17,32,1,Male,35,17,0.15,0,0,1,0,0,0,0,0,0,0,0,1,21,0,7,39.97,8,20.02,3,0,0,1
53.6,30,22,0,Female,2,30,0.21,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,30.03,1,3.33,0,0,0,1
307.9,353,12,0,Female,16,353,0.15,0,1,1,0,0,0,0,0,0,0,0,2,9,7,2,17.72,0,0,2,1,1,1
141.4,40,22,0,Female,6,40,0.82,0,0,0,1,0,0,0,0,0,0,0,1,22,0,7,69.02,1,1.45,0,0,0,1
160,34,32,0,Female,8,34,2.33,0,0,0,1,0,0,0,0,0,0,0,1,86,0,7,67.97,15,22.07,0,0,0,1
39.6,40,21,0,Female,3,40,0.91,0,0,0,1,0,0,0,0,0,0,0,1,9,0,7,60.97,9,14.76,0,0,0,1
75.4,52,20,0,Female,4,52,1.13,0,0,0,1,0,0,0,0,0,0,0,1,21,0,7,60.97,4,6.56,0,0,0,1
421.8,2,25,1,Male,27,2,0.68,0,0,0,1,0,0,0,0,0,0,0,1,74,0,7,30.03,9,29.97,3,0,0,1
90.4,40,21,1,Male,4,40,1.22,0,0,0,1,0,0,0,0,0,0,0,1,22,0,7,60.97,12,19.68,0,0,0,1
364.1,0,21,1,Male,13,0,1.5,0,0,1,0,0,0,0,0,0,0,0,1,84,0,7,60.97,14,22.96,1,0,0,0
63.4,40,20,0,Female,3,40,0.43,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,69.02,1,1.45,0,0,0,1
50.9,9,37,1,Male,1,9,2.45,0,0,0,1,0,0,0,0,0,0,0,1,14,0,7,38.99,16,41.04,0,0,0,1
1886.8,12,5,0,Female,62,12,0.42,0,0,1,0,0,0,0,0,0,0,0,1,104,82,2,17.42,4,22.96,6,0,0,0
328.6,26,20,1,Male,9,26,1.03,0,0,0,0,0,0,1,0,0,0,0,1,44,38,2,17.42,7,40.18,0,0,0,1
143.6,81,27,0,Female,6,81,0.94,0,0,1,0,0,0,0,0,0,0,0,1,22,21,2,17.42,15,86.11,1,0,0,1
61.6,55,24,0,Female,4,55,1.77,0,0,0,1,0,0,0,0,0,0,0,1,22,0,7,28.98,10,34.51,1,0,0,1
450.6,8,5,0,Female,15,8,0.8,0,0,1,0,0,0,0,0,0,0,0,1,48,47,2,17.42,9,51.66,2,0,0,0
1114.48,41,35,0,Female,47,41,1.02,0,0,0,1,0,0,0,0,0,0,0,1,190,0,7,62.02,4,6.45,4,0,0,1
80,14,20,0,Female,3,14,0.92,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,30.03,3,9.99,0,0,0,1
1155.3,62,14,0,Female,30,62,1.9,0,0,1,0,0,0,0,0,0,0,0,1,230,145,4,34.84,5,14.35,3,0,0,1
120.4,56,37,1,Male,3,56,1.08,0,0,0,1,0,0,0,0,0,0,0,1,15,0,7,60.97,2,3.28,0,0,0,1
120.2,10,4,1,Male,1,10,0.84,0,0,1,0,0,0,0,0,0,0,0,1,7,6,2,16.28,7,43,0,0,0,0
168.2,263,21,1,Male,20,263,0.16,1,0,0,1,0,0,0,0,0,0,0,1,13,0,7,62.02,0,0,1,0,0,1
145.9,29,9,1,Male,2,29,1.15,0,0,1,0,0,0,0,0,0,0,0,1,13,8,5,43.55,15,34.44,0,0,0,1
77.9,57,22,1,Male,3,57,0.47,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,59.01,3,5.08,0,0,0,1
313.1,11,22,0,Female,39,11,0.3,0,0,0,1,0,0,0,0,0,0,0,1,46,0,7,60.97,8,13.12,4,0,0,1
60.2,63,20,0,Female,2,63,0.33,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,62.02,0,0,1,0,0,1
274.4,436,64,1,Male,27,436,0.01,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,30.03,0,0,3,0,0,1
370.1,117,3,1,Male,8,117,0.33,0,0,1,0,0,0,0,0,0,0,0,1,11,11,2,17.42,0,0,0,0,0,1
416.85,15,54,0,Female,17,15,1.54,0,0,0,1,0,0,0,0,0,0,0,1,109,0,7,35,3,8.57,1,0,0,1
100.2,0,29,0,Female,1,0,3.2,0,0,1,0,0,0,0,0,0,0,0,1,16,0,7,30.03,16,53.28,0,0,0,0
656,40,64,1,Male,22,40,2,0,0,0,1,0,0,0,0,0,0,0,1,164,0,7,59.01,8,13.56,3,0,0,1
173.6,131,23,1,Male,7,131,0.16,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,59.01,0,0,0,0,0,1
86.6,8,19,1,Male,2,8,1.42,0,0,0,1,0,0,0,0,0,0,0,1,13,0,7,30.03,4,13.32,0,0,0,1
85.6,126,23,0,Female,6,126,0.58,0,0,0,1,0,0,0,0,0,0,0,1,14,0,7,28.98,2,6.9,1,0,0,1
976.05,129,5,1,Male,31,129,0.28,0,0,1,0,0,0,0,0,0,0,0,1,35,31,2,17.42,0,0,3,1,1,1
118.2,320,27,0,Female,13,320,0.23,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,28.98,4,13.8,2,0,0,1
580.6,2,25,0,Female,13,2,1.83,0,0,0,1,0,0,0,0,0,0,0,1,98,1,7,60.97,37,60.69,1,0,0,0
78.8,23,24,0,Female,29,23,0.06,0,0,1,0,0,0,0,0,0,0,0,1,7,0,7,41.02,3,7.31,3,0,0,1
70,44,19,0,Female,3,44,1.09,0,0,0,1,0,0,0,0,0,0,0,1,15,0,7,60.97,5,8.2,0,0,0,1
487.2,287,19,0,Female,18,287,0.34,0,0,0,1,0,0,0,0,0,0,0,1,25,0,7,30.03,0,0,1,0,0,1
255,44,25,0,Female,21,44,0.83,0,0,0,1,0,0,0,0,0,0,0,1,73,0,7,60.97,10,16.4,1,0,0,1
397,0,45,1,Male,13,0,0.87,0,0,0,0,0,0,0,1,0,0,0,1,46,0,7,60.97,0,0,1,0,0,0
238.2,180,55,0,Female,12,180,0.94,0,0,0,1,0,0,0,0,0,0,0,1,44,0,7,60.97,0,0,1,0,0,1
283.6,153,42,1,Male,6,153,0.07,0,0,1,0,0,0,0,0,0,0,0,1,2,0,7,59.99,0,0,0,0,0,1
283.2,230,32,0,Female,9,230,0.08,0,0,1,0,0,0,0,0,0,0,0,1,3,0,7,60.97,0,0,1,0,0,1
152.2,279,38,0,Female,12,279,0.56,0,0,0,1,0,0,0,0,0,0,0,1,27,0,7,60.97,17,27.88,1,0,0,1
151.1,44,29,1,Male,2,44,0.6,0,0,0,0,0,0,1,1,0,0,0,2,5,2,7,56.98,5,8.78,0,0,0,1
70,44,21,0,Female,4,44,0.49,0,0,0,1,0,0,0,0,0,0,0,1,9,0,7,59.01,6,10.17,0,0,0,1
152.8,35,21,0,Female,14,35,0.73,0,0,0,1,0,0,0,0,0,0,0,1,40,0,7,60.97,6,9.84,1,0,0,1
1371.9,3,44,1,Male,43,3,2.01,0,0,0,0,0,0,0,1,0,0,0,1,351,0,7,60.97,15,24.6,4,0,0,0
308.2,5,2,0,Female,8,5,0.71,0,0,1,0,0,0,0,0,0,0,0,1,23,9,2,17.42,8,45.92,1,0,0,0
288,3,29,0,Female,36,3,0.3,1,0,1,0,0,0,0,0,0,0,0,1,43,0,7,60.97,26,42.64,3,0,0,1
992.1,14,55,1,Male,28,14,1.46,0,0,1,1,0,0,0,1,0,1,0,4,165,1,7,60.97,12,19.68,3,0,0,1
746.5,197,6,0,Female,25,197,0.46,0,0,1,0,0,0,0,0,0,0,0,1,45,40,4,34.84,0,0,2,0,0,1
90.2,0,64,0,Female,1,0,1.45,0,0,1,0,0,0,0,0,0,0,0,1,12,12,2,16.28,11,67.57,0,0,0,0
263.6,32,19,0,Female,9,32,1.24,0,0,0,1,0,0,0,0,0,0,0,1,52,0,7,67.97,7,10.3,0,0,0,1
61.6,97,20,0,Female,5,97,0.8,0,0,0,1,0,0,0,0,0,0,0,1,15,0,7,28.98,8,27.61,1,0,0,1
37.6,37,20,0,Female,2,37,0.51,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,53.97,4,7.41,0,0,0,1
142.8,1,22,0,Female,25,1,0.21,0,0,1,1,0,0,0,0,0,0,0,2,21,3,7,30.03,9,29.97,2,0,0,1
158.6,162,26,0,Female,8,162,0.09,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,28.98,3,10.35,1,0,0,1
50,40,27,0,Female,2,40,0.59,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,67.97,6,8.83,0,0,0,1
310.6,3,45,1,Male,9,3,0.65,0,0,0,0,0,0,0,1,0,0,0,1,25,0,7,60.97,14,22.96,1,0,0,0
369.8,476,55,1,Male,26,476,0.43,0,0,0,1,0,0,0,0,0,0,0,1,44,0,7,60.97,0,0,2,0,0,1
68.6,33,20,1,Male,5,33,0.77,0,0,0,1,0,0,0,0,0,0,0,1,17,0,7,49,10,20.41,0,0,0,1
68.4,46,19,0,Female,3,46,0.93,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,60.97,4,6.56,0,0,0,1
229.95,4,29,0,Female,15,4,0.41,0,0,0,1,0,0,1,0,0,0,0,2,25,9,1,8.71,6,68.89,2,0,0,1
59.2,50,22,1,Male,16,50,0.08,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,60.97,1,1.64,2,0,0,1
37.6,19,22,0,Female,1,19,0.88,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,30.03,4,13.32,0,0,0,1
47.2,338,23,0,Female,12,338,0.11,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,28.98,5,17.25,1,0,0,1
106.9,38,21,0,Female,3,38,0.48,0,0,0,1,0,0,0,1,0,0,0,2,7,0,7,60.97,4,6.56,0,0,0,1
73.6,57,23,0,Female,4,57,1.56,0,0,0,1,0,0,0,0,0,0,0,1,27,0,7,60.97,2,3.28,0,0,0,1
227.5,1,19,0,Female,12,1,1.22,0,0,0,1,0,0,0,0,0,0,0,1,60,0,7,60.97,10,16.4,1,0,0,0
459.1,4,25,1,Male,33,4,1.09,0,0,0,1,0,0,0,0,0,0,0,1,147,0,7,60.97,10,16.4,2,0,0,1
86.6,40,21,1,Male,2,40,0.56,0,0,1,0,0,0,0,0,0,0,0,1,5,0,7,59.99,4,6.67,0,0,0,1
43.6,142,21,1,Male,5,142,0.33,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,28.98,6,20.7,1,0,0,1
28.85,46,20,1,Male,2,46,0.21,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,52.01,2,3.85,0,0,0,1
86.6,52,54,0,Female,3,52,0.44,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,67.97,3,4.41,0,0,0,1
176.1,9,19,0,Female,4,9,1,0,0,1,0,0,0,1,0,0,0,0,2,17,16,3,12.87,4,31.08,0,0,0,1
396.7,30,66,0,Female,19,30,0.95,0,0,0,1,0,0,0,0,0,0,0,1,75,0,7,30.03,1,3.33,1,1,1,1
240.4,12,46,0,Female,7,12,1,0,0,1,0,0,0,0,0,0,0,0,1,31,28,2,17.42,9,51.66,0,0,0,1
206.4,37,50,1,Male,12,37,0.48,0,0,0,1,0,0,0,0,0,0,0,1,22,0,7,41.02,5,12.19,1,0,0,1
2282.7,0,47,1,Male,30,0,4.58,0,0,1,1,0,0,0,0,0,1,0,3,548,228,7,60.97,72,100,3,0,0,0
68.6,41,24,0,Female,3,41,0.82,0,0,0,1,0,0,0,0,0,0,0,1,10,0,7,60.97,4,6.56,0,0,0,1
83.5,26,21,0,Female,13,26,0.23,0,0,0,1,0,0,0,0,0,0,0,1,12,0,7,38.01,7,18.42,1,0,0,1
85.6,106,20,1,Male,6,106,0.82,0,0,0,1,0,0,0,0,0,0,0,1,18,0,7,28.98,2,6.9,1,0,0,1
143.2,86,24,0,Female,12,86,0.8,0,0,0,1,0,0,0,0,0,0,0,1,37,0,7,28.98,10,34.51,1,0,0,1
1886.75,20,12,0,Female,45,20,0.77,0,0,1,0,0,0,0,0,0,0,0,1,135,130,6,52.26,7,13.39,5,1,1,1
340.1,287,28,0,Female,12,287,0.17,0,0,0,0,0,0,1,0,0,0,0,1,8,8,3,25.29,0,0,1,0,0,1
91.4,32,24,0,Female,2,32,0.62,0,0,0,1,0,0,0,1,0,0,0,2,6,0,7,60.97,5,8.2,0,0,0,1
248.6,40,28,0,Female,11,40,1.61,0,0,1,1,0,0,0,0,0,0,0,2,64,0,7,30.03,9,29.97,2,0,0,1
95.2,285,30,1,Male,12,285,0.34,0,0,0,1,0,0,0,0,0,0,0,1,16,0,7,28.98,2,6.9,1,0,0,1
180.2,126,22,0,Female,9,126,0.86,0,0,1,0,0,0,0,0,0,0,0,1,31,5,2,17.42,9,51.66,1,0,0,0
107.6,58,22,1,Male,6,58,0.35,0,0,0,1,0,0,0,0,0,0,0,1,9,0,7,60.97,1,1.64,0,0,0,1
241.4,39,25,1,Male,18,39,0.27,0,0,0,1,0,0,1,0,0,0,0,2,18,7,7,60.97,4,6.56,3,0,0,1
302.2,2,21,0,Female,19,2,0.7,0,0,0,1,0,0,0,0,0,0,0,1,51,0,7,30.03,8,26.64,2,0,0,1
393.6,0,61,0,Female,16,0,1.34,0,0,0,1,0,0,0,0,0,0,0,1,88,0,7,60.97,13,21.32,2,0,0,1
196.1,102,26,1,Male,6,102,0.48,0,0,0,0,0,1,0,0,0,0,0,1,13,13,6,50.58,0,0,0,0,0,1
60.4,370,21,1,Male,12,370,0.1,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,31.99,5,15.63,1,0,0,0
107.6,54,37,1,Male,4,54,0.56,0,0,1,0,0,0,0,0,0,0,0,1,9,0,7,60.97,1,1.64,0,0,0,1
238.6,191,7,1,Male,10,191,0.17,0,0,0,0,0,1,0,0,0,0,0,1,6,6,1,8.71,0,0,2,0,0,1
59.5,39,20,0,Female,3,39,0.28,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,60.97,2,3.28,0,0,0,1
89.2,316,28,1,Male,11,316,0.04,0,0,0,0,0,0,0,1,0,0,0,1,2,0,7,62.02,0,0,1,0,0,1
339.55,10,74,1,Male,53,10,0.38,0,0,1,1,0,0,0,0,0,0,0,2,82,0,7,28.98,9,31.06,5,0,0,0
108.5,940,33,1,Male,32,940,0.02,0,0,0,0,0,0,0,1,0,0,0,1,3,0,7,60.97,0,0,3,0,0,1
424,9,12,0,Female,15,9,0.63,0,0,1,0,0,0,0,0,0,0,0,1,39,35,2,14.86,2,13.46,2,0,0,0
95.6,26,51,0,Female,3,26,0.92,0,0,0,1,0,0,0,0,0,0,0,1,14,0,7,60.97,3,4.92,0,0,0,1
142.4,48,30,0,Female,6,48,0.34,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,60.97,1,1.64,0,0,0,1
165.85,83,6,0,Female,5,83,0.98,0,0,1,0,0,0,0,0,0,0,0,1,17,10,2,17.42,9,51.66,1,0,0,1
270.2,1,3,1,Male,8,1,0.82,0,0,1,0,0,0,0,0,0,0,0,1,28,4,2,17.42,6,34.44,1,0,0,0
23.6,36,25,0,Female,2,36,0.91,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,52.99,7,13.21,0,0,0,1
71.2,277,21,0,Female,10,277,0.36,0,0,0,1,0,0,0,0,0,0,0,1,15,0,7,28.98,2,6.9,1,0,0,1
243.4,68,20,0,Female,12,68,0.88,0,0,1,0,0,0,0,0,0,0,0,1,43,0,7,62.02,0,0,1,0,0,1
106.9,34,21,0,Female,3,34,0.53,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,60.97,4,6.56,0,0,0,1
71.6,47,26,0,Female,10,47,0.52,0,0,0,1,0,0,0,0,0,0,0,1,20,0,7,28,7,25,2,0,0,1
143.2,104,25,1,Male,10,104,0.89,0,0,0,1,0,0,0,0,0,0,0,1,35,0,7,28.98,3,10.35,1,0,0,1
295.8,38,74,1,Male,15,38,0.45,0,0,0,1,0,0,0,0,0,0,0,1,26,0,7,60.97,6,9.84,1,0,0,1
34,1277,23,0,Female,42,1277,0.01,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,60.97,0,0,4,0,0,0
45.6,133,19,1,Male,6,133,0.41,0,0,0,1,0,0,0,0,0,0,0,1,9,0,7,28.98,5,17.25,1,0,0,1
101.6,76,23,1,Male,4,76,0.25,0,0,0,0,0,0,0,1,0,0,0,1,5,0,7,60.97,1,1.64,0,0,0,1
86.85,4,23,0,Female,3,4,2.58,0,0,0,1,0,0,0,0,0,0,0,1,35,0,7,30.03,12,39.96,0,0,0,1
449.4,15,23,1,Male,49,15,0.83,0,0,0,1,0,0,0,0,0,0,0,1,166,0,7,16.03,1,6.24,4,0,0,0
776.64,5,3,1,Male,15,5,0.42,0,0,1,0,0,0,0,0,0,0,0,1,26,26,2,17.42,5,28.7,2,0,0,0
53.6,8,20,1,Male,1,8,1.31,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,30.03,6,19.98,0,0,0,1
221.6,54,25,0,Female,11,54,0.59,0,0,0,0,0,0,0,1,0,0,0,1,22,0,7,49.98,1,2,2,0,0,1
389.1,43,23,1,Male,20,43,0.53,0,0,0,0,0,0,0,1,0,0,0,1,46,0,7,60.97,2,3.28,1,0,0,1
248.6,71,41,1,Male,7,71,0.95,0,0,1,0,0,0,0,0,0,0,0,1,27,0,7,60.97,6,9.84,1,0,0,1
89.9,64,22,0,Female,3,64,0.53,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,60.97,0,0,0,0,0,1
1089.85,18,41,1,Male,36,18,3.74,0,0,1,0,0,0,0,0,0,0,0,1,538,0,7,60.97,3,4.92,3,0,0,1
30,38,19,0,Female,2,38,0.4,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,52.01,3,5.77,0,0,0,1
